Idx,Feature,Thrust,Roll,Pitch,Yaw,Sum
90,dir_to_target_body_z,20.700221821372853,1.0743586833317083,1.1981156609545631,0.5469356733253705,23.5196318389845
96,integral_dir_to_target_body_z,17.798992053432137,0.9026946116907176,0.9927859301872075,0.49775188761456707,20.192224482924626
123,integral_thrust_alignment,17.64734301872075,0.8802695525789782,0.9827898760481669,0.4756271862202613,19.986029633568155
98,rot_err_y,16.615236203198126,0.8418984923459438,0.9301363988153276,0.4561405366370905,18.84341163099649
53,skid_vel_z,15.706402349843994,0.8250828021402106,0.9168188133775351,0.4037064050921412,17.852010370453883
121,thrust_alignment,15.51644403276131,0.773583451150546,0.8602559629728939,0.4325856891697543,17.582869136054505
108,integral_ctrl_thrust,13.403677115834633,0.6413257331074493,0.7162935872903666,0.38942002699639233,15.15071646322884
29,vel_over_dist_z,11.951900107254291,0.6657491651228549,0.7297974965873635,0.3056205285320788,13.653067297496587
76,integral_rot_matrix_x1,11.944320397815913,0.5563189002169462,0.578467292011993,0.4039700464971724,13.483076636542023
58,rot_matrix_x1,11.296915220358814,0.5376908943545242,0.5925194703100624,0.35365571068155227,12.780781295704953
11,pos_err_z,10.71879387675507,0.5418455507751561,0.5948176677067083,0.3138771664147816,12.169334261651716
25,integral_pos_err_z,10.363147182137286,0.5115551643550117,0.5668317631142745,0.3190230490078978,11.76055715861447
97,rot_err_x,10.143175336388456,0.5257280037295242,0.5735253677725234,0.2864914249890308,11.528920132879534
16,pos_norm_z,8.704360252535102,0.40713221985910686,0.44527711674873244,0.28488114426920824,9.84165073341215
45,derivative_ang_vel_x,8.229856913026522,0.38508674038367785,0.45521177390064355,0.23079277907444423,9.300948206385288
60,rot_matrix_y0,7.809691278276131,0.39230328588143526,0.4422925452174337,0.21931241849283345,8.863599527867834
13,squared_dist_to_target,7.000597211388455,0.43483829587558503,0.4538056610155031,0.19046253793511114,8.079703706214655
41,integral_vel_z,7.056644890795631,0.3294328091483034,0.3793818100380265,0.21485633790585998,7.980315847887821
109,integral_ctrl_roll,6.741263041146646,0.3461307329246295,0.36663618400204756,0.18823162203831903,7.642261580111641
6,ang_x,6.408476745319812,0.4346017346553237,0.44203267447104133,0.18895610267770085,7.474067257123878
120,integral_world_thrust_z,6.588348283931357,0.321118621112032,0.3585959590727379,0.2026809954234107,7.470743859539538
78,integral_rot_matrix_y0,6.464013138650546,0.3314473311354329,0.3829122510603549,0.18077834392672582,7.359151064773059
114,world_thrust_z,6.277657590678627,0.3727392806649766,0.38984428322445397,0.16413688481132996,7.204378039379388
5,vel_z,6.342344115639626,0.2951290707878315,0.32561956872806164,0.19691314459218995,7.160005899747709
33,vel_norm_x,6.030209145865834,0.27951938194715287,0.29027027243199105,0.19796944319179016,6.7979682434367685
54,angular_momentum_x,5.835880825858034,0.3273044056527886,0.36838093250292514,0.14453693455355401,6.676103098567301
65,rot_matrix_z2,5.651372367394695,0.3189573481376755,0.3390696985301287,0.16397606050726404,6.473375474569763
26,vel_along_err,5.705348698322933,0.30074127720968213,0.3200166746904251,0.14074249029531494,6.466849140518355
61,rot_matrix_y1,5.604909321372855,0.3162649455196958,0.33942261694374026,0.1545082318429456,6.4151051156792365
100,prev_ctrl_thrust,5.585102622854914,0.2948753130789294,0.3257001998829953,0.15666721956964216,6.362345355386481
79,integral_rot_matrix_y1,5.507401764820592,0.3094237709938085,0.33350679632654057,0.15507278323359497,6.305405115374536
92,derivative_dir_to_target_body_y,5.298822031006241,0.41558729341361156,0.38429368327076835,0.17085497970700078,6.269557987397622
55,angular_momentum_y,5.36400643525741,0.2576274330270086,0.2913436151703881,0.17306801354085413,6.086045496995661
51,skid_vel_x,5.362822981669267,0.2418264499134653,0.2719391392843214,0.1789866907176287,6.055575261584683
83,integral_rot_matrix_z2,5.24849051774571,0.26910554644842044,0.29583664059453,0.15439281731425508,5.967825522102915
34,vel_norm_y,4.785606900838533,0.37745009019110765,0.36244968646402104,0.15607325513723674,5.681579932630899
18,derivative_pos_err_y,4.664152995807332,0.3403172152276716,0.3408910790025351,0.1373363762675507,5.48269766630509
39,integral_vel_x,4.820913977184087,0.22888307377998246,0.23822318566570788,0.16251660613299532,5.450536842762774
93,derivative_dir_to_target_body_z,4.768248159613885,0.2669455874914684,0.2820507317363007,0.12535226140490932,5.442596740246564
14,pos_norm_x,4.500141685354914,0.22056522934745515,0.23675615188670046,0.13809614493954758,5.0955592115286175
23,integral_pos_err_x,4.416472674531981,0.19753103747196762,0.21617597321080342,0.14510186681881337,4.975281552033565
