Idx,Feature,Thrust,Roll,Pitch,Yaw,Sum
38,derivative_vel_z,0.24512109375,0.022914503479003905,0.013209629821777345,0.04006654052734375,0.321311767578125
79,vel_rotation_y,0.0776009033203125,0.1685231201171875,0.03030262451171875,0.03627593078613281,0.31270257873535157
29,vel_over_dist_z,0.2130421630859375,0.045858010864257816,0.003426616668701172,0.0451080322265625,0.30743482284545903
145,ctrl_hist_12_thrust,0.205652685546875,0.04302934875488281,0.01946114196777344,0.035491976928710936,0.3036351531982422
158,ctrl_hist_15_roll,0.19770045166015626,0.06557205810546875,0.010870648956298828,0.0283839111328125,0.3025270698547364
10,pos_err_y,0.10202931518554688,0.13843602294921875,0.017353947448730467,0.039966015625,0.2977853012084961
93,rot_err_z,0.08986572265625,0.14188350830078125,0.03373426513671875,0.021839704895019532,0.2873232009887695
81,pos_error_rotation_y,0.07693500366210937,0.1409046630859375,0.02551021728515625,0.03535223388671875,0.2787021179199219
5,vel_z,0.19593984375,0.045258169555664064,0.012207373809814454,0.0070307693481445315,0.260436156463623
129,ctrl_hist_8_thrust,0.1897312255859375,0.015435202026367188,0.018667938232421875,0.03646898193359375,0.2603033477783203
24,integral_pos_err_y,0.020869813537597655,0.15858699951171876,0.026474407958984376,0.051212445068359376,0.25714366607666017
13,squared_dist_to_target,0.1175241943359375,0.07460283203125,0.023060707092285155,0.037397177124023434,0.2525849105834961
98,ctrl_hist_0_roll,0.053656817626953124,0.12802845458984374,0.008385659790039062,0.05732031860351563,0.24739125061035155
2,pos_z,0.18634056396484375,0.036508218383789065,0.0042623943328857425,0.018893276977539064,0.24600445365905763
46,skid_vel_y,0.185370166015625,0.03480440368652344,0.008001873779296875,0.0164294677734375,0.24460591125488282
110,ctrl_hist_3_roll,0.01347020263671875,0.15172930908203125,0.016461289978027344,0.058220458984375,0.23988126068115234
42,derivative_ang_vel_x,0.07024910278320312,0.09512243041992187,0.01756658477783203,0.0379997802734375,0.2209378982543945
86,derivative_dir_to_target_body_y,0.04257989807128906,0.1159973388671875,0.020542774963378908,0.041137945556640625,0.2202579574584961
146,ctrl_hist_12_roll,0.02141679229736328,0.13586043701171874,0.03007169189453125,0.03210442810058594,0.2194533493041992
35,vel_norm_z,0.16765487060546874,0.03274929504394531,0.0019136735916137695,0.011651103210449218,0.21396894245147702
141,ctrl_hist_11_thrust,0.10639493408203125,0.06583738403320312,0.023621432495117188,0.013789788818359376,0.20964353942871095
1,pos_y,0.10165372314453125,0.08048783569335938,0.00310757942199707,0.02187088165283203,0.20712001991271972
125,ctrl_hist_7_thrust,0.10025159912109376,0.05798814086914063,0.020195700073242187,0.027197998046875,0.20563343811035156
64,derivative_rot_matrix_y1,0.03871995849609375,0.1309704345703125,0.014068910217285156,0.018017268371582032,0.2017765716552734
137,ctrl_hist_10_thrust,0.061999273681640626,0.09401112060546875,0.014381024169921874,0.023296937561035156,0.19368835601806642
121,ctrl_hist_6_thrust,0.0893628662109375,0.05164619750976562,0.011015188598632812,0.032380734252929685,0.18440498657226562
157,ctrl_hist_15_thrust,0.015494131469726563,0.09664365844726562,0.0307786376953125,0.03188268737792969,0.17479911499023434
149,ctrl_hist_13_thrust,0.03965737915039062,0.0882315185546875,0.016097242736816408,0.029573886108398437,0.17356002655029296
105,ctrl_hist_2_thrust,0.12432816162109375,0.0263014404296875,0.0054318416595458986,0.01564272003173828,0.17170416374206543
36,derivative_vel_x,0.05020232849121094,0.07116412963867187,0.01875298309326172,0.02609471740722656,0.1662141586303711
89,integral_dir_to_target_body_y,0.04844095764160156,0.0826672607421875,0.0254150390625,0.0055162628173828126,0.16203952026367188
32,ang_vel_over_dist_z,0.03515479736328125,0.08642776489257813,0.011665630340576171,0.02324936828613281,0.15649756088256833
0,pos_x,0.027915884399414063,0.07233019409179688,0.01754962615966797,0.03368519287109375,0.15148089752197266
120,ctrl_hist_5_yaw,0.04529532775878906,0.07275057983398438,0.014848345947265624,0.017792298889160157,0.1506865524291992
111,ctrl_hist_3_pitch,0.0494645751953125,0.05615458984375,0.011899498748779297,0.032899951171875,0.15041861495971678
50,angular_momentum_z,0.030998333740234377,0.070462109375,0.018204925537109375,0.03030290832519531,0.14996827697753906
12,dist_to_target,0.07733729858398437,0.040804196166992185,0.0012196494102478027,0.027187908935546876,0.14654905309677124
66,derivative_rot_matrix_z0,0.03944078063964844,0.07409586791992187,0.014048185729980468,0.01816701202392578,0.14575184631347657
18,derivative_pos_err_y,0.06533198852539063,0.048604193115234375,0.007612797546386719,0.0223386962890625,0.14388767547607423
20,sec_derivative_pos_err_x,0.016822581481933593,0.07181075439453125,0.022109115600585937,0.029157705688476563,0.13990015716552734
27,vel_over_dist_x,0.041379177856445314,0.07160608520507812,0.005887919235229492,0.01940661163330078,0.1382797939300537
41,ang_vel_norm_z,0.019580055236816406,0.068404541015625,0.014293663024902344,0.03134758605957031,0.13362584533691405
59,rot_matrix_z2,0.04835656127929688,0.049136215209960935,0.0025805932998657225,0.03266684265136719,0.13274021244049072
21,sec_derivative_pos_err_y,0.026340969848632812,0.058848681640625,0.02014346923828125,0.017474293518066408,0.12280741424560547
71,integral_rot_matrix_x2,0.01807117919921875,0.07067544555664063,0.009892953491210938,0.02399150390625,0.12263108215332032
118,ctrl_hist_5_roll,0.015565480041503906,0.0530197509765625,0.016723719787597655,0.029793218994140624,0.11510216979980468
45,skid_vel_x,0.038102297973632814,0.048630078125,0.015632171630859375,0.01089104232788086,0.11325559005737305
96,world_thrust_z,0.010298793029785156,0.066731005859375,0.007693576812744141,0.027342202758789062,0.11206557846069337
23,integral_pos_err_x,0.02158744659423828,0.06957439575195312,0.007611981201171875,0.01313818817138672,0.11191201171875
136,ctrl_hist_9_yaw,0.071660205078125,0.014271295166015625,0.006730573272705078,0.015703355407714843,0.10836542892456055
