Idx,Feature,Vel_x,Vel_y,Vel_z,Sum
4,ang_y,0.036881187438964846,0.16196676635742188,0.431780029296875,0.07999612426757813,0.7106241073608399
3,ang_x,0.21634181722005208,0.4160777180989583,0.18348431396484374,0.07751094563802083,0.893414794921875
93,ctrl_hist_2_yaw,0.028429740905761718,0.18552596028645835,0.100326904296875,0.07510091654459636,0.3893835220336914
138,ctrl_hist_14_thrust,0.17837725830078124,0.09420298258463541,0.18438877360026043,0.07373091634114583,0.5306999308268229
92,ctrl_hist_2_pitch,0.06058026123046875,0.07199596150716146,0.08557339477539062,0.07302806599934895,0.2911776835123698
20,vel_over_dist_y,0.06220564778645833,0.8651162923177084,0.10748857625325521,0.07177381896972657,1.1065843353271485
51,rot_matrix_z2,0.08887469482421875,0.042628954569498695,0.07637923685709636,0.07132537333170573,0.27920825958251955
61,integral_rot_matrix_x0,0.04207600657145182,0.05289498901367187,0.03572849782307943,0.07128950500488282,0.20198899841308596
18,vel_along_err,0.06383183288574219,0.08280126953125,0.06638479614257813,0.07106402079264323,0.28408191935221355
44,rot_matrix_x1,0.03174884033203125,0.0816856435139974,0.0504329579671224,0.06982021077473959,0.23368765258789065
13,sec_derivative_pos_err_y,0.1638625793457031,0.08191998291015624,0.29183308919270834,0.06954900614420573,0.6071646575927734
91,ctrl_hist_2_roll,0.04426686096191406,0.044824234008789064,0.08451097106933594,0.0689645284016927,0.2425665944417318
103,ctrl_hist_5_roll,0.034455691019694014,0.12190160115559896,0.0467764892578125,0.06719127400716146,0.27032505544026697
2,vel_z,0.08091081746419271,0.06407063293457031,0.1300234375,0.0661801300048828,0.34118501790364586
117,ctrl_hist_8_yaw,0.0577635243733724,0.06708834330240886,0.0485915273030599,0.06615902709960937,0.2396024220784505
16,integral_pos_err_y,0.0505428466796875,0.5947976481119792,0.07591426595052084,0.06359137471516928,0.7848461354573569
83,ctrl_hist_0_roll,0.041139694213867185,0.12408042399088541,0.13056806437174479,0.06332134501139323,0.35910952758789066
74,derivative_dir_to_target_body_y,0.159844482421875,0.2776026611328125,0.40768485514322916,0.0630136973063151,0.9081456960042318
71,dir_to_target_body_y,0.03783353678385417,0.3525635579427083,0.06173059590657552,0.06226114908854167,0.5143888397216797
69,integral_rot_matrix_z2,0.08601927693684897,0.08923109944661459,0.10861549886067709,0.06032581075032552,0.34419168599446615
120,ctrl_hist_9_pitch,0.027396258036295574,0.08848663330078126,0.0620495859781901,0.05830503845214844,0.23623751576741536
90,ctrl_hist_2_thrust,0.1468898417154948,0.06748639424641927,0.07703386433919271,0.057878692626953124,0.3492887929280599
42,angular_momentum_z,0.03772499847412109,0.08531313578287761,0.0646935780843099,0.05785351053873698,0.24558522288004558
47,rot_matrix_y1,0.027997403462727864,0.042524988810221355,0.11091527303059896,0.05744490051269531,0.2388825658162435
105,ctrl_hist_5_yaw,0.05232787577311198,0.2711493937174479,0.25773494466145835,0.05614198811848958,0.6373542022705078
1,vel_y,0.12659009806315105,0.22726302083333333,0.20287095133463542,0.054887863159179685,0.6116119333902995
56,derivative_rot_matrix_y1,0.1182294921875,0.08557064819335937,0.15379518636067707,0.05370735677083333,0.41130268351236976
88,ctrl_hist_1_pitch,0.05166205342610677,0.13407635498046874,0.06340938822428385,0.05218418884277344,0.3013319854736328
110,ctrl_hist_7_thrust,0.11300313313802084,0.0747295176188151,0.04271048990885417,0.051528330485026044,0.28197147115071614
98,ctrl_hist_4_thrust,0.05269308471679687,0.12386319986979166,0.06923182169596354,0.05079906209309896,0.296587168375651
131,ctrl_hist_12_roll,0.04888301595052083,0.15014493815104166,0.06481614176432292,0.05019178263346354,0.31403587849934894
97,ctrl_hist_3_yaw,0.05442244466145833,0.2859700317382812,0.12998311360677084,0.05017072041829427,0.5205463104248047
89,ctrl_hist_1_yaw,0.039926246643066404,0.15137419637044272,0.22764554850260416,0.050107625325520835,0.4690536168416341
77,integral_dir_to_target_body_y,0.04823723347981771,0.47170328776041665,0.048555755615234376,0.049403076171875,0.6178993530273438
40,angular_momentum_x,0.04022195434570312,0.11559187825520834,0.09782795206705729,0.04920907084147135,0.30285085550944013
100,ctrl_hist_4_pitch,0.07040844217936199,0.04989989217122396,0.08545320638020833,0.04808001200358073,0.25384155273437503
65,integral_rot_matrix_y1,0.03315079498291015,0.08406986999511719,0.09619203694661459,0.04716944885253906,0.260582150777181
116,ctrl_hist_8_pitch,0.04745720926920573,0.17545701090494792,0.0706493428548177,0.045989842732747394,0.3395534057617188
122,ctrl_hist_10_thrust,0.08368817647298177,0.26743243408203127,0.04952929178873698,0.04501540120442708,0.4456653035481771
130,ctrl_hist_12_thrust,0.11450436401367188,0.21199129231770833,0.16102267456054686,0.04451246643066406,0.5320307973225912
38,skid_vel_y,0.05047861226399739,0.36627254231770834,0.09675157674153646,0.04373029581705729,0.5572330271402995
102,ctrl_hist_5_thrust,0.08310844421386719,0.05215510559082031,0.061819808959960934,0.04334351094563802,0.24042686971028646
62,integral_rot_matrix_x1,0.03735893758138021,0.07607048034667968,0.06848637390136719,0.04283867899576823,0.2247544708251953
43,rot_matrix_x0,0.04782678731282552,0.05475592549641927,0.10652188110351563,0.04212031809488932,0.25122491200764974
132,ctrl_hist_12_pitch,0.034620763142903646,0.08291274515787761,0.07095547993977865,0.04209705098470052,0.23058603922526041
143,ctrl_hist_15_roll,0.03975233205159505,0.2962251180013021,0.07117711385091145,0.04208464050292969,0.4492392044067383
95,ctrl_hist_3_roll,0.035988365173339844,0.06268908182779948,0.11916991170247396,0.04126578013102213,0.2591131388346354
86,ctrl_hist_1_thrust,0.04069436391194661,0.04605565388997396,0.08481717936197916,0.040409393310546875,0.2119765904744466
96,ctrl_hist_3_pitch,0.03446058400472005,0.09271590169270834,0.05874834696451823,0.03957086690266927,0.2254956995646159
140,ctrl_hist_14_pitch,0.05526032002766927,0.05368442281087239,0.11204960123697917,0.03925303141276042,0.26024737548828125
119,ctrl_hist_9_roll,0.053440638224283854,0.10386931355794271,0.14882376098632813,0.036422119140625,0.3425558319091797
128,ctrl_hist_11_pitch,0.06604391479492187,0.19894580078125,0.09301573689778646,0.036100794474283854,0.39410624694824214
112,ctrl_hist_7_pitch,0.0321693115234375,0.1792391357421875,0.08769658406575521,0.03565021260579427,0.3347552439371745
99,ctrl_hist_4_roll,0.03894095865885416,0.10839197794596354,0.03809058888753255,0.03542901357014974,0.22085253906250002
64,integral_rot_matrix_y0,0.06811846923828126,0.056982447306315104,0.04558276875813802,0.035264058430989585,0.205947743733724
133,ctrl_hist_12_yaw,0.022291542053222656,0.309072998046875,0.1575030517578125,0.03477080790201823,0.5236383997599284
107,ctrl_hist_6_roll,0.04072544606526693,0.06167768351236979,0.051487055460611976,0.03393401336669922,0.1878241984049479
104,ctrl_hist_5_pitch,0.03655219523111979,0.13388539632161459,0.08465283711751302,0.03384473419189453,0.28893516286214194
145,ctrl_hist_15_yaw,0.03142249806722005,0.09127957153320312,0.1260627950032552,0.0335374018351237,0.2823022664388021
135,ctrl_hist_13_roll,0.03288987477620443,0.23017142740885416,0.08466655476888021,0.031851272583007816,0.3795791295369466
41,angular_momentum_y,0.045865615844726565,0.07839215087890625,0.1235639139811198,0.031425618489583335,0.27924729919433594
115,ctrl_hist_8_roll,0.02714387003580729,0.08615223185221355,0.15292147827148436,0.030736668904622396,0.2969542490641276
87,ctrl_hist_1_roll,0.04669478352864583,0.10273268636067709,0.05807636006673177,0.030629389444986978,0.23813321940104168
84,ctrl_hist_0_pitch,0.05645892842610677,0.06694393412272136,0.09156281534830729,0.029246017456054686,0.2442116953531901
46,rot_matrix_y0,0.06278065490722656,0.0650703837076823,0.11456758626302084,0.029084274291992188,0.2715028991699219
109,ctrl_hist_6_yaw,0.040207817077636716,0.051400095621744794,0.03823802947998047,0.029002042134602866,0.15884798431396485
136,ctrl_hist_13_pitch,0.033693565368652346,0.05773230997721354,0.11322871907552083,0.02896355183919271,0.23361814626057945
125,ctrl_hist_10_yaw,0.08211124165852865,0.10963055419921874,0.17537089029947917,0.028215647379557292,0.39532833353678387
139,ctrl_hist_14_roll,0.03250938924153646,0.06076459248860677,0.04478820292154948,0.02756897481282552,0.16563115946451823
94,ctrl_hist_3_thrust,0.05377686564127604,0.05754319254557292,0.1677175089518229,0.025114880879720053,0.3041524480183919
126,ctrl_hist_11_thrust,0.1122430928548177,0.057556554158528644,0.04582628885904948,0.024903668721516926,0.24052960459391273
